firstname,obs,pcthispanic,pctwhite,pctblack,pctapi,pctaian,pct2prace
ANNIE,654,3.5169999999999999,44.954000000000001,30.887,20.030999999999999,0.153,0.45900000000000002
ANNMARIE,188,1.5960000000000001,94.680999999999997,3.1909999999999998,0.53200000000000003,0,0
ANSELMO,45,71.111000000000004,22.222000000000001,0,6.6669999999999998,0,0
ANSON,36,0,58.332999999999998,2.778,38.889000000000003,0,0
ANTHONY,10335,5.0990000000000002,84.161000000000001,7.1989999999999998,3.1539999999999999,0.17399999999999999,0.21299999999999999
ANTJE,19,0,100,0,0,0,0
ANTOINE,104,2.8849999999999998,53.845999999999997,40.384999999999998,2.8849999999999998,0,0
ANTOINETTE,505,5.9409999999999998,76.238,15.446,1.5840000000000001,0.19800000000000001,0.59399999999999997
ANTON,184,1.087,89.13,5.9779999999999998,3.2610000000000001,0.54300000000000004,0
ANTONELLA,36,0,97.221999999999994,0,0,2.778,0
ANTONETTE,44,6.8179999999999996,81.817999999999998,9.0909999999999993,2.2730000000000001,0,0
ANTONIA,273,47.253,42.491,5.4950000000000001,3.6629999999999998,0.73299999999999998,0.36599999999999999
ANTONIETTA,34,2.9409999999999998,94.117999999999995,0,2.9409999999999998,0,0
ANTONINA,37,5.4050000000000002,81.081000000000003,0,13.513999999999999,0,0
ANTONINO,43,27.907,69.766999999999996,0,2.3260000000000001,0,0
ANTONIO,1965,56.335999999999999,31.603000000000002,5.242,6.6159999999999997,0,0.20399999999999999
ANTONY,96,1.042,77.082999999999998,4.1669999999999998,16.667000000000002,1.042,0
ANUP,34,0,17.646999999999998,0,82.352999999999994,0,0
ANURADHA,60,0,10,0,90,0,0
ANWAR,37,0,40.540999999999997,10.811,45.945999999999998,0,2.7029999999999998
APARNA,44,0,22.727,0,77.272999999999996,0,0
APRIL,1662,2.7080000000000002,88.447999999999993,6.7389999999999999,1.6850000000000001,0.30099999999999999,0.12
ARA,58,0,94.828000000000003,1.724,3.448,0,0
ARACELI,191,84.816999999999993,8.9009999999999998,0,5.7590000000000003,0.52400000000000002,0
ARACELY,49,93.878,6.1219999999999999,0,0,0,0
ARAM,38,2.6320000000000001,94.736999999999995,0,2.6320000000000001,0,0
ARASH,33,3.03,75.757999999999996,0,18.181999999999999,0,3.03
ARCELIA,40,87.5,12.5,0,0,0,0
ARCHANA,50,0,16,0,82,2,0
ARCHIE,134,2.2389999999999999,63.433,29.103999999999999,2.9849999999999999,0,2.2389999999999999
ARDEN,52,0,84.614999999999995,13.462,1.923,0,0
ARDIS,31,0,96.774000000000001,3.226,0,0,0
ARI,72,2.778,91.667000000000002,0,5.556,0,0
ARIANA,45,33.332999999999998,60,0,4.444,0,2.222
ARIANNE,32,6.25,87.5,6.25,0,0,0
ARIC,56,3.5710000000000002,92.856999999999999,1.786,1.786,0,0
ARIE,31,3.226,87.096999999999994,6.452,3.226,0,0
ARIEL,186,40.86,45.698999999999998,2.1509999999999998,11.29,0,0
ARIF,36,2.778,30.556000000000001,0,66.667000000000002,0,0
ARKADIUSZ,27,0,100,0,0,0,0
ARKADY,23,0,100,0,0,0,0
ARLA,16,0,100,0,0,0,0
ARLEEN,98,2.0409999999999999,85.713999999999999,6.1219999999999999,6.1219999999999999,0,0
ARLEN,46,2.1739999999999999,97.825999999999993,0,0,0,0
ARLENE,878,4.67,84.852000000000004,5.5810000000000004,4.67,0.22800000000000001,0
ARLETTE,30,10,66.667000000000002,16.667000000000002,6.6669999999999998,0,0
ARLIE,20,0,100,0,0,0,0
ARLINE,43,4.6509999999999998,86.046999999999997,2.3260000000000001,6.9770000000000003,0,0
ARLYN,34,5.8819999999999997,79.412000000000006,2.9409999999999998,11.765000000000001,0,0
ARMAND,77,3.8959999999999999,85.713999999999999,1.2989999999999999,9.0909999999999993,0,0
ARMANDO,803,84.06,9.8379999999999992,0.249,5.7290000000000001,0.125,0
ARMEN,87,2.2989999999999999,94.253,0,3.448,0,0
ARMIDA,42,76.19,21.428999999999998,0,2.3809999999999998,0,0
ARMIN,31,0,93.548000000000002,0,6.452,0,0
ARNALDO,37,67.567999999999998,18.919,0,13.513999999999999,0,0
ARNE,42,0,92.856999999999999,7.1429999999999998,0,0,0
ARNEL,37,2.7029999999999998,16.216000000000001,0,81.081000000000003,0,0
ARNO,20,0,100,0,0,0,0
ARNOLD,615,7.48,78.210999999999999,7.3170000000000002,6.992,0,0
ARNOLDO,55,94.545000000000002,5.4550000000000001,0,0,0,0
ARNULFO,98,89.796000000000006,2.0409999999999999,0,8.1630000000000003,0,0
ARON,87,4.5979999999999999,91.953999999999994,1.149,2.2989999999999999,0,0
ARSEN,19,0,100,0,0,0,0
ARSENIO,37,35.134999999999998,32.432000000000002,2.7029999999999998,29.73,0,0
ART,84,16.667000000000002,67.856999999999999,4.7619999999999996,10.714,0,0
ARTEMIO,54,75.926000000000002,1.8520000000000001,0,22.222000000000001,0,0
ARTHUR,2902,6.1680000000000001,83.114999999999995,7.0990000000000002,3.3769999999999998,0.10299999999999999,0.13800000000000001
ARTI,35,5.7140000000000004,31.428999999999998,2.8570000000000002,60,0,0
ARTUR,71,2.8170000000000002,95.775000000000006,0,0,1.4079999999999999,0
ARTURO,715,87.132999999999996,7.9720000000000004,0,4.7549999999999999,0,0.14000000000000001
ARUN,131,0.76300000000000001,25.954000000000001,0.76300000000000001,71.756,0.76300000000000001,0
ARUNA,42,0,23.81,0,73.81,2.3809999999999998,0
ARVIN,36,13.888999999999999,61.110999999999997,0,25,0,0
ARVIND,73,0,27.396999999999998,0,69.863,2.74,0
ASA,36,2.778,86.111000000000004,11.111000000000001,0,0,0
ASHA,82,0,19.512,8.5370000000000008,71.950999999999993,0,0
ASHISH,118,0,15.254,0,84.745999999999995,0,0
ASHLEE,114,0.877,97.367999999999995,1.754,0,0,0
ASHLEIGH,88,1.1359999999999999,96.590999999999994,2.2730000000000001,0,0,0
ASHLEY,2333,1.629,93.698999999999998,3.601,0.98599999999999999,8.5999999999999993E-2,0
ASHLIE,38,7.8949999999999996,92.105000000000004,0,0,0,0
ASHOK,169,0.59199999999999997,18.343,0,79.290000000000006,1.1830000000000001,0.59199999999999997
ASHRAF,55,0,81.817999999999998,0,18.181999999999999,0,0
ASHTON,34,0,82.352999999999994,14.706,0,2.9409999999999998,0
ASHWIN,38,2.6320000000000001,34.210999999999999,0,60.526000000000003,0,2.6320000000000001
ASIF,39,2.5640000000000001,33.332999999999998,0,64.102999999999994,0,0
ASIM,31,0,41.935000000000002,0,54.838999999999999,3.226,0
ASMA,33,0,36.363999999999997,3.03,57.576000000000001,3.03,0
ASTRID,60,16.667000000000002,75,1.667,6.6669999999999998,0,0
ATHANASIOS,38,0,100,0,0,0,0
ATHENA,102,6.8630000000000004,85.293999999999997,3.9220000000000002,3.9220000000000002,0,0
ATUL,65,0,15.385,0,84.614999999999995,0,0
AUBREY,196,1.5309999999999999,84.183999999999997,10.714,3.0609999999999999,0.51,0
AUDRA,190,4.7370000000000001,87.894999999999996,6.8419999999999996,0,0.52600000000000002,0
AUDREY,1008,1.786,84.721999999999994,10.714,2.3809999999999998,0.29799999999999999,9.9000000000000005E-2
AUGUST,132,2.2730000000000001,96.212000000000003,0,1.5149999999999999,0,0
AUGUSTIN,33,48.484999999999999,33.332999999999998,12.121,6.0609999999999999,0,0
AUGUSTINE,88,26.135999999999999,36.363999999999997,23.864000000000001,13.635999999999999,0,0
AUGUSTO,70,55.713999999999999,21.428999999999998,1.429,21.428999999999998,0,0
AUGUSTUS,37,0,72.972999999999999,21.622,5.4050000000000002,0,0
AURA,61,65.573999999999998,27.869,1.639,4.9180000000000001,0,0
AUREA,32,62.5,6.25,0,31.25,0,0
AURELIA,69,44.927999999999997,46.377000000000002,4.3479999999999999,4.3479999999999999,0,0
AURELIO,111,81.081000000000003,13.513999999999999,0,5.4050000000000002,0,0
AURORA,204,50.98,25.98,2.4510000000000001,20.588000000000001,0,0
AUSTIN,394,0.254,89.085999999999999,5.0759999999999996,5.0759999999999996,0,0.50800000000000001
AUTUMN,164,1.22,95.731999999999999,1.829,1.22,0,0
AVA,110,3.6360000000000001,69.090999999999994,19.091000000000001,6.3639999999999999,0,1.8180000000000001
AVELINO,32,53.125,9.375,0,37.5,0,0
AVERY,87,0,73.563000000000002,24.138000000000002,2.2989999999999999,0,0
AVI,37,5.4050000000000002,91.891999999999996,0,2.7029999999999998,0,0
AVIS,48,0,66.667000000000002,33.332999999999998,0,0,0
AVIVA,34,0,100,0,0,0,0
AXEL,33,24.242000000000001,66.667000000000002,9.0909999999999993,0,0,0
AYANNA,15,0,0,100,0,0,0
AZIZ,44,2.2730000000000001,68.182000000000002,6.8179999999999996,22.727,0,0
AZUCENA,42,80.951999999999998,9.5239999999999991,0,9.5239999999999991,0,0
BA,18,0,0,0,100,0,0
BABAK,34,0,91.176000000000002,2.9409999999999998,5.8819999999999997,0,0
BABETTE,34,0,94.117999999999995,0,5.8819999999999997,0,0
BAHMAN,31,0,83.870999999999995,3.226,9.6769999999999996,0,3.226
BAHRAM,36,0,91.667000000000002,0,8.3330000000000002,0,0
BAILEY,45,0,97.778000000000006,0,2.222,0,0
BALAJI,47,2.1280000000000001,12.766,2.1280000000000001,80.850999999999999,2.1280000000000001,0
BALDEV,33,0,30.303000000000001,0,63.636000000000003,6.0609999999999999,0
BALTAZAR,53,86.792000000000002,3.774,1.887,7.5469999999999997,0,0
BALWINDER,33,0,24.242000000000001,0,75.757999999999996,0,0
BAMBI,46,0,95.652000000000001,2.1739999999999999,2.1739999999999999,0,0
BAO,111,0,1.802,0,96.396000000000001,0.90100000000000002,0.90100000000000002
